player1,player2,strat_1,strat_2,balance_code,playerwin
creilly1,Jamie,GR,BK,,Jamie
Nari,creilly1,GK,GR,,Nari
Nonni,creilly1,MR,GR,,creilly1
tanini,Nonni,MR,GK,,tanini
Nonni,tanini,HM,BM,,tanini
creilly1,Nonni,GR,MR,,Nonni
creilly1,Nonni,MW,MR,,creilly1
Nonni,tanini,MR,BM,,tanini
tanini,Nonni,BR,MR,,tanini
Nonni,tanini,AH,BR,,tanini
apropos0,bladestoe,GW,GM,,apropos0
jonildo,apropos0,KR,MW,,apropos0
Nonni,tanini,AR,BR,,tanini
creilly1,tanini,MW,MR,,tanini
creilly1,Nonni,MW,AG,,creilly1
Nonni,tanini,AH,BR,,tanini
creilly1,Nonni,GR,AH,,Nonni
creilly1,jack,GR,HR,,jack
tanini,Nonni,MR,MR,,tanini
jack,bladestoe,HK,MW,,jack
elennon,cwallis,RW,GH,,elennon
Jamie,Frp97,BG,BG,,Frp97
creilly1,tanini,GR,MR,,creilly1
Nonni,tanini,HW,MR,,tanini
rocinante,Jamie,BW,BG,,rocinante
Luca1802,Frp97,BG,BG,,Luca1802
Nari,umachan,GK,MW,,Nari
tanini,probablytom,MR,RW,,probablytom
umachan,tanini,AW,MR,,tanini
tanini,Frp97,MR,BG,,tanini
Nonni,creilly1,AB,MW,,Nonni
tanini,creilly1,BR,GR,,creilly1
Jamie,sstein,BK,BK,,sstein
Deanerbeck,tanini,MR,MR,,tanini
creilly1,cptKav,GR,AK,,creilly1
rocinante,tanini,GW,MR,,tanini
Luca1802,rocinante,BG,GM,,rocinante
tanini,Deanerbeck,BR,MR,,Deanerbeck
Nonni,sstein,GH,BK,,Nonni
ECDr,sstein,MR,BK,,ECDr
Etess,Deanerbeck,GW,MR,,Etess
ECDr,umachan,AB,KM,,ECDr
Frp97,cwallis,BG,GH,,Frp97
Deanerbeck,ECDr,MR,GM,,Deanerbeck
creilly1,demander,GR,AK,,creilly1
whiplash,Frp97,GK,BG,,Frp97
sstein,Sabotage,BR,GM,,Sabotage
Nonni,whiplash,AH,BK,,Nonni
whiplash,tanini,GK,MR,,tanini
Jamie,Frp97,GK,BG,,Jamie
Nonni,bladestoe,AR,GW,,bladestoe
tanini,whiplash,BR,BG,,tanini
Deanerbeck,tanini,MR,MR,,Deanerbeck
Etess,walshy1066,GW,AW,,Etess
walshy1066,Sabotage,KW,GM,,Sabotage
Ellen,DoctorW,GW,RW,,DoctorW
Luca1802,Nari,BG,HK,,Luca1802
tanini,Luca1802,MR,BG,,tanini
Jamie,Ellen,BG,GR,,Ellen
Jamie,Ellen,KR,BG,,Jamie
Deanerbeck,Etess,MR,GW,,Etess
Etess,Deanerbeck,GW,MR,,Deanerbeck
jonildo,tanini,AK,MR,,tanini
tanini,rocinante,MR,GW,,rocinante
tanini,Deanerbeck,BW,MR,,Deanerbeck
Deanerbeck,tanini,MR,MR,,Deanerbeck
creilly1,DoctorW,GR,MR,,DoctorW
creilly1,Jamie,GR,GK,,creilly1
creilly1,Jamie,GR,BG,,Jamie
creilly1,whiplash,GR,BK,,whiplash
charlotte,sophie,RW,BK,,sophie
tanini,GReat,MR,AH,,tanini
pool27,whiplash,GW,BG,,whiplash
Nari,creilly1,HK,GR,,creilly1
GReat,creilly1,AH,GR,,creilly1
creilly1,pool27,GR,GW,,pool27
pool27,creilly1,GW,MR,,pool27
umachan,jonildo,KW,AK,,umachan
umachan,Frp97,KW,BG,,umachan
Marta,DoctorW,GM,RW,,Marta
creilly1,sstein,GR,BK,,sstein
creilly1,Jamie,GR,GK,,Jamie
Marta,creilly1,GM,GR,,creilly1
tanini,Deanerbeck,BW,MR,,Deanerbeck
tanini,creilly2,MR,MR,,creilly2
sstein,Nonni,BK,AB,,sstein
norgart,jack,GR,HR,,jack
Nari,Jamie,HK,BK,,Jamie
jonildo,sophie,KR,GK,,jonildo
sophie,Marta,BW,AB,,Marta
DoctorW,sstein,RW,BK,,DoctorW
sstein,ECDr,BK,GW,,sstein
sstein,OKaemii,BK,RW,,OKaemii
sstein,OKaemii,BK,RW,,sstein
sstein,OKaemii,BK,BR,,sstein
GraeChan,sophie,AK,BM,,sophie
Deanerbeck,Nari,MR,HK,,Nari
Jamie,Deanerbeck,BK,MR,,Deanerbeck
Jamie,cwallis,BK,GH,,Jamie
creilly1,Deanerbeck,GR,MR,,Deanerbeck
umachan,tanini,KR,MR,,tanini
Fbomb,GReat,GM,KR,,GReat
alan,Deanerbeck,MW,MR,,Deanerbeck
Beth,probablytom,BK,BH,,Beth
sophie,Paddy,BK,GW,,sophie
georgedo,pool27,MR,GW,,georgedo
pool27,probablytom,GW,MW,,probablytom
creilly1,jonildo,GR,AH,,jonildo
Frp97,cwallis,BG,GK,,cwallis
Jamie,cwallis,BG,GW,,Jamie
dalinar,tanini,BM,MR,,dalinar
Jamie,tanini,GK,MR,,tanini
elennon,apropos0,BR,BM,,elennon
Deanerbeck,tanini,MR,BW,,Deanerbeck
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Fbomb,Jamie,GM,BK,,Fbomb
Fbomb,charlotte,GM,RW,,Fbomb
cwallis,sophie,GH,BK,,cwallis
sstein,Deanerbeck,BK,MR,,sstein
sophie,GReat,KW,AK,,GReat
sstein,ECDr,BK,GW,,ECDr
Deanerbeck,tanini,MR,BW,,Deanerbeck
Deanerbeck,Jamie,MR,GK,,Jamie
apropos0,charlotte,BM,RW,,charlotte
kubajj,apropos0,GW,BW,,apropos0
OKaemii,Frp97,RW,BG,,Frp97
Jamie,ECDr,BK,GW,,ECDr
Beth,Sabotage,GK,GM,,Beth
jack,creilly1,HR,GR,,jack
Paddy,sophie,MW,BR,,sophie
Deanerbeck,Jamie,MR,GK,,Deanerbeck
ECDr,Deanerbeck,GW,MR,,Deanerbeck
jack,Fbomb,HR,GM,,Fbomb
Fbomb,Jamie,GM,BG,,Fbomb
OKaemii,cptKav,RW,HK,,cptKav
Fbomb,Jamie,GM,GK,,Fbomb
Fbomb,OKaemii,GM,MR,,Fbomb
Jamie,Fbomb,BG,GM,,Jamie
sophie,Jamie,BK,BK,,Jamie
Fbomb,OKaemii,GM,RW,,OKaemii
Fbomb,OKaemii,GM,GW,,OKaemii
Fbomb,OKaemii,GM,GW,,OKaemii
Fbomb,cptKav,GM,GW,,Fbomb
Jamie,jack,GK,HR,,Jamie
Fbomb,jack,GM,AK,,jack
Fbomb,Nonni,GM,AB,,Fbomb
Luca1802,Etess,BG,GW,,Luca1802
Fbomb,Etess,GM,GW,,Fbomb
Etess,Fbomb,GW,GM,,Etess
jonildo,Jamie,AW,BK,,Jamie
Fbomb,Jamie,GM,BG,,Jamie
Deanerbeck,creilly1,MR,GR,,Deanerbeck
MhairiM,Jamie,AG,BG,,Jamie
Fbomb,Jamie,GM,KR,,Fbomb
Jamie,Fbomb,GK,GM,,Fbomb
tanini,Jamie,MR,GK,,tanini
Deanerbeck,jack,MR,HR,,jack
Jamie,Fbomb,GK,GM,,Jamie
Fbomb,Deanerbeck,GM,MR,,Fbomb
Fbomb,Jamie,GM,BG,,Fbomb
Deanerbeck,Nari,MR,GK,,Deanerbeck
Jamie,Fbomb,GK,GM,,Jamie
ECDr,charlotte,AH,RW,,charlotte
Luca1802,cwallis,BG,GR,,Luca1802
Fbomb,Deanerbeck,GM,MR,,Fbomb
Deanerbeck,Fbomb,MR,GM,,Fbomb
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Nari,creilly1,GK,GR,,Nari
Jamie,creilly1,BK,MR,,Jamie
creilly1,Fbomb,GW,GM,,Fbomb
Fbomb,Deanerbeck,GM,MR,,Fbomb
Deanerbeck,creilly1,MR,MW,,Deanerbeck
creilly1,Fbomb,GR,GM,,creilly1
creilly1,Fbomb,GR,GM,,Fbomb
Fbomb,creilly1,GM,MR,,creilly1
Deanerbeck,Fbomb,MR,GM,,Fbomb
bladestoe,charlotte,MW,RW,,bladestoe
jonildo,creilly1,AW,GR,,creilly1
cwallis,Deanerbeck,BK,MR,,Deanerbeck
Jamie,Deanerbeck,GK,MR,,Jamie
Jamie,cwallis,GK,BM,,Jamie
Deanerbeck,GReat,MR,AH,,Deanerbeck
bladestoe,Jamie,GW,BK,,Jamie
ECDr,Deanerbeck,GW,MR,,Deanerbeck
Jamie,cwallis,BG,BK,,Jamie
Beth,cwallis,BW,BG,,Beth
Fbomb,OKaemii,GM,GW,,Fbomb
Fbomb,bladestoe,GM,MW,,Fbomb
cwallis,Fbomb,HK,GM,,cwallis
bladestoe,cptKav,MW,KR,,bladestoe
creilly1,Jamie,MR,GK,,Jamie
Deanerbeck,creilly1,MR,MR,,Deanerbeck
Jamie,bladestoe,BG,MW,,bladestoe
Jamie,Fbomb,BK,GM,,Jamie
cptKav,creilly1,AK,MR,,creilly1
Fbomb,cptKav,GM,BW,,cptKav
Fbomb,Jamie,GM,GK,,Jamie
Fbomb,Jamie,GM,BG,,Fbomb
Fbomb,Jamie,GM,KM,,Fbomb
Fbomb,Jamie,GM,GK,,Fbomb
GReat,Deanerbeck,KW,MR,,Deanerbeck
Fbomb,Jamie,GM,GW,,Jamie
cptKav,Fbomb,GM,GM,,Fbomb
apropos0,charlotte,BG,RW,,apropos0
Fbomb,bladestoe,GM,MW,,Fbomb
Fbomb,apropos0,GM,GW,,apropos0
charlotte,Fbomb,RW,GM,,Fbomb
Fbomb,charlotte,GM,RW,,Fbomb
Marta,Deanerbeck,GM,MR,,Deanerbeck
Fbomb,cwallis,GM,HK,,cwallis
DoctorW,sstein,RW,BK,,DoctorW
Fbomb,ECDr,GM,MR,,Fbomb
cptKav,ECDr,GH,BK,,ECDr
creilly1,cptKav,MR,GM,,creilly1
Deanerbeck,sophie,MR,BK,,sophie
cptKav,creilly1,AH,MR,,creilly1
creilly1,Fbomb,MR,GM,,Fbomb
Fbomb,creilly1,GM,MR,,Fbomb
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Fbomb,creilly1,GM,GR,,creilly1
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Deanerbeck,Fbomb,MR,GM,,Fbomb
creilly1,Fbomb,GR,GM,,creilly1
Jamie,charlotte,GK,RW,,charlotte
Deanerbeck,charlotte,MR,RW,,Deanerbeck
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Deanerbeck,jonildo,MR,AB,,Deanerbeck
Fbomb,DoctorW,GM,RW,,DoctorW
creilly1,Fbomb,GR,GM,,creilly1
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
DoctorW,creilly1,MR,GR,,creilly1
creilly1,DoctorW,GR,MR,,DoctorW
Fbomb,Deanerbeck,GM,MR,,Fbomb
mosam1311,creilly1,AK,MR,,mosam1311
creilly1,ECDr,MR,BK,,ECDr
Jamie,bladestoe,GK,MW,,bladestoe
Jamie,bladestoe,GK,GM,,Jamie
Nari,elennon,GK,RW,,elennon
Nari,Jamie,HK,GK,,Nari
umachan,walshy1066,MR,BW,,umachan
sophie,charlotte,KM,RW,,charlotte
creilly1,Fbomb,GR,GM,,Fbomb
Fbomb,Schmofe,GM,AR,,Fbomb
Fbomb,Schmofe,GM,RW,,Schmofe
Fbomb,bijtis,GM,AR,,bijtis
mosam1311,creilly1,HR,GR,,creilly1
Fbomb,creilly1,GM,GR,,Fbomb
Frp97,Etess,BG,GW,,Frp97
sstein,cwallis,BK,GR,,cwallis
kubajj,Frp97,MR,BG,,Frp97
apropos0,kubajj,BG,MR,,apropos0
sophie,Deanerbeck,BK,MR,,Deanerbeck
DavetheRave,sophie,AK,BK,,DavetheRave
cwallis,walshy1066,KR,BM,,walshy1066
cptKav,Marta,BR,GM,,cptKav
creilly1,apropos0,GR,BR,,creilly1
DoctorW,Jamie,RW,GK,,Jamie
creilly1,apropos0,GR,GM,,creilly1
Deanerbeck,charlotte,MR,RW,,Deanerbeck
creilly1,cptKav,GR,BR,,cptKav
tanini,creilly2,BW,RW,,tanini
creilly1,creilly2,GR,RW,,creilly2
Jamie,Luca1802,GK,BG,,Jamie
tanini,creilly2,BR,AB,,tanini
cptKav,Deanerbeck,GM,MR,,Deanerbeck
Jamie,tanini,GK,MR,,tanini
Fbomb,ECDr,GM,AH,,Fbomb
creilly1,Jamie,GR,BG,,Jamie
Fbomb,OKaemii,GM,GW,,Fbomb
OKaemii,apropos0,BR,GW,,OKaemii
Deanerbeck,Fbomb,MR,GM,,Fbomb
Fbomb,cptKav,GM,BH,,cptKav
Nari,Jamie,HK,BK,,Nari
Fbomb,Deanerbeck,GM,MR,,Fbomb
georgedo,Frp97,MR,BG,,georgedo
Deanerbeck,creilly1,MR,GR,,Deanerbeck
OKaemii,elennon,AK,BR,,OKaemii
apropos0,Deanerbeck,GW,MR,,apropos0
cptKav,charlotte,AK,AW,,cptKav
Jamie,umachan,BK,MR,,Jamie
Deanerbeck,charlotte,MR,RW,,Deanerbeck
cwallis,Jamie,KR,BG,,cwallis
apropos0,Deanerbeck,BR,MR,,Deanerbeck
apropos0,Jamie,BG,GK,,Jamie
Jamie,apropos0,KM,BR,,Jamie
Jamie,cptKav,BG,AG,,Jamie
Deanerbeck,Jamie,MR,BK,,Jamie
timri,Jamie,HK,GK,,timri
timri,Jamie,HK,BK,,Jamie
Jamie,Deanerbeck,BK,MR,,Jamie
georgedo,kubajj,MR,MR,,georgedo
apropos0,cwallis,BR,KR,,apropos0
Jamie,charlotte,BK,RW,,Jamie
sstein,apropos0,BK,GW,,sstein
Frp97,probablytom,BG,BH,,Frp97
sophie,jonildo,BR,KW,,jonildo
sophie,Frp97,BR,BG,,sophie
sstein,apropos0,BK,RW,,sstein
bladestoe,Jamie,MW,BK,,Jamie
Beth,Jamie,BK,GK,,Beth
Beth,Jamie,KR,GK,,Jamie
creilly1,apropos0,GR,BG,,apropos0
apropos0,tanini,GR,MR,,tanini
Luca1802,sstein,BG,BK,,sstein
basta,Luca1802,KR,BG,,Luca1802
sstein,basta,BK,HR,,sstein
cptKav,apropos0,BR,BG,,cptKav
ECDr,creilly1,GW,GR,,creilly1
umachan,ECDr,MW,MW,,ECDr
walshy1066,bladestoe,MR,GW,,bladestoe
apropos0,timri,BR,AR,,apropos0
jonildo,MhairiM,AB,BG,,jonildo
dalinar,tanini,AR,BR,,dalinar
dalinar,tanini,BR,MR,,tanini
Fbomb,creilly1,GM,GR,,Fbomb
dalinar,walshy1066,BR,BW,,dalinar
Fbomb,cptKav,GM,BG,,Fbomb
Luca1802,sophie,BG,BR,,Luca1802
ECDr,creilly1,AR,GR,,ECDr
georgedo,Ellen,MR,BK,,georgedo
walshy1066,Ellen,BM,BR,,walshy1066
cptKav,Fbomb,BG,GM,,Fbomb
ECDr,apropos0,MR,BR,,ECDr
sstein,OKaemii,BK,MW,,sstein
jack,umachan,HR,GR,,umachan
creilly1,cptKav,GR,AG,,cptKav
umachan,Deanerbeck,MR,MR,,Deanerbeck
sophie,Frp97,BK,BG,,sophie
GReat,umachan,AH,KW,,GReat
umachan,timri,GM,AR,,timri
timri,umachan,KW,GM,,timri
jonildo,ECDr,MR,GW,,jonildo
walshy1066,Frp97,GW,BG,,walshy1066
jonildo,charlotte,MR,RW,,jonildo
apropos0,charlotte,BR,RW,,charlotte
creilly1,Deanerbeck,GR,MR,,Deanerbeck
Deanerbeck,DoctorW,MR,RW,,DoctorW
apropos0,jack,GW,HR,,jack
dalinar,tanini,BG,BR,,dalinar
dalinar,Fbomb,GR,GM,,Fbomb
basta,deathseeker,KR,HR,,deathseeker
basta,Fbomb,KR,GM,,Fbomb
deathseeker,Fbomb,HR,GM,,Fbomb
basta,Fbomb,AH,GM,,Fbomb
basta,Fbomb,HW,GM,,basta
Nari,DoctorW,HK,GR,,DoctorW
sstein,kubajj,BK,MR,,kubajj
Paddy,deathseeker,GW,HR,,Paddy
Ellen,Fbomb,BG,GM,,Ellen
basta,deathseeker,HW,HR,,deathseeker
basta,creilly1,KR,GR,,basta
basta,deathseeker,AW,AH,,basta
Paddy,creilly1,GW,MR,,Paddy
Paddy,Deanerbeck,GW,MR,,Paddy
Paddy,Fbomb,GW,GM,,Paddy
cptKav,apropos0,GK,RW,,apropos0
cptKav,deathseeker,AG,HR,,deathseeker
apropos0,basta,RW,BR,,apropos0
Paddy,apropos0,GW,RW,,apropos0
timri,probablytom,HK,BH,,probablytom
apropos0,Paddy,RW,GW,,apropos0
dalinar,tanini,GR,GR,,dalinar
jack,sstein,HR,BK,,sstein
Paddy,Deanerbeck,GW,MR,,Paddy
Deanerbeck,cwallis,MR,BK,,cwallis
apropos0,creilly1,RW,MR,,creilly1
cptKav,jack,GW,HR,,cptKav
Nonni,jack,AB,HW,,Nonni
jack,Nonni,HR,AB,,Nonni
Beth,probablytom,KW,AM,,probablytom
timri,pool27,AB,GM,,timri
apropos0,jonildo,BR,MR,,jonildo
Nonni,deathseeker,AB,HR,,Nonni
jonildo,DoctorW,MR,RW,,DoctorW
Beth,Gerr,BK,RW,,Beth
apropos0,cptKav,RW,BM,,cptKav
basta,cptKav,MR,AB,,basta
DoctorW,Fbomb,RW,GM,,DoctorW
creilly1,timri,MR,AM,,creilly1
creilly1,cwallis,MR,GR,,cwallis
probablytom,deathseeker,RW,HR,,deathseeker
probablytom,cwallis,BH,GH,,cwallis
apropos0,cwallis,RW,HK,,cwallis
cwallis,probablytom,KR,BG,,probablytom
ECDr,creilly1,GW,MR,,creilly1
timri,jonildo,KW,MR,,timri
jonildo,ECDr,GR,MR,,jonildo
probablytom,probablyrob,MR,GH,,probablyrob
Nari,OKaemii,GK,GW,,Nari
probablytom,umachan,BH,KW,,probablytom
dalinar,walshy1066,BG,GR,,walshy1066
creilly2,tanini,MR,BG,,creilly2
creilly2,tanini,MR,MR,,creilly2
creilly2,tanini,RW,HW,,tanini
creilly2,tanini,BM,HW,,creilly2
creilly2,tanini,MR,MR,,creilly2
creilly2,tanini,KM,HW,,tanini
apropos0,cwallis,RW,GR,,apropos0
Nari,Manakish,GK,KR,,Nari
elennon,Deanerbeck,BR,MR,,Deanerbeck
elennon,Paddy,BR,GW,,Paddy
Manakish,sstein,AK,BK,,sstein
l17r,apropos0,BM,GR,,l17r
l17r,cwallis,BM,GM,,l17r
creilly1,Manakish,MR,AK,,creilly1
Manakish,apropos0,AH,RW,,apropos0
georgedo,cwallis,MR,HK,,cwallis
Ellen,cptKav,GW,BW,,cptKav
jonildo,Manakish,MR,AK,,jonildo
Luca1802,georgedo,BG,MR,,georgedo
l17r,apropos0,BM,GR,,l17r
dalinar,Frp97,BR,MR,,Frp97
Fbomb,cptKav,GM,MR,,Fbomb
basta,sstein,HW,BK,,sstein
sstein,basta,BK,AH,,sstein
Beth,Luca1802,BK,BG,,Luca1802
Nari,sstein,BK,BK,,sstein
apropos0,cptKav,GR,AR,,apropos0
Luca1802,apropos0,BM,BR,,Luca1802
creilly1,elennon,GR,BR,,creilly1
Deanerbeck,Manakish,MR,AK,,Deanerbeck
dalinar,tanini,BM,MR,,dalinar
Paddy,bladestoe,GW,MW,,Paddy
basta,sophie,HR,BR,,sophie
creilly1,Deanerbeck,MR,MR,,Deanerbeck
Manakish,tanini,AK,BR,,Manakish
basta,Manakish,GR,KW,,Manakish
Manakish,Deanerbeck,RW,MR,,Deanerbeck
Frp97,l17r,BG,BM,,Frp97
apropos0,Nari,GR,BK,,Nari
Paddy,DoctorW,GW,RW,,DoctorW
Nari,Ellen,HK,GR,,Nari
cptKav,creilly1,AH,GR,,cptKav
Frp97,deathseeker,BG,HR,,deathseeker
dalinar,Sabotage,GR,GM,,Sabotage
dalinar,tanini,MR,HW,,dalinar
dalinar,tanini,AR,BG,,dalinar
tanini,dalinar,HW,BG,,dalinar
dalinar,tanini,AK,MR,,tanini
deathseeker,dalinar,HR,AR,,dalinar
dalinar,Deanerbeck,GR,MR,,Deanerbeck
dalinar,tanini,AB,HW,,dalinar
Deanerbeck,Manakish,MR,AB,,Deanerbeck
sstein,basta,BK,MR,,basta
Beth,deathseeker,BK,HR,,Beth
basta,Ellen,AH,GR,,Ellen
jonildo,probablytom,GW,BG,,jonildo
l17r,probablytom,BM,BG,,probablytom
Nonni,jonildo,AB,MR,,Nonni
Paddy,l17r,GW,BM,,l17r
CalHaribo,DavetheRave,HR,AR,,CalHaribo
DavetheRave,jonildo,AH,AB,,jonildo
l17r,Nari,BM,BK,,l17r
creilly1,deathseeker,GR,HR,,creilly1
Gerr,Ellen,RW,RW,,Ellen
sophie,Gerr,BR,RW,,Gerr
Deanerbeck,cptKav,MR,AB,,cptKav
ECDr,creilly1,MR,GR,,creilly1
Beth,sstein,KW,BK,,sstein
apropos0,creilly1,GR,GR,,creilly1
creilly1,apropos0,GR,GR,,apropos0
creilly1,apropos0,MR,GR,,apropos0
creilly1,apropos0,GR,GR,,apropos0
walshy1066,deathseeker,GR,HR,,deathseeker
DoctorW,Ellen,RW,BM,,DoctorW
Paddy,creilly1,GW,GR,,Paddy
Paddy,creilly1,GW,MR,,Paddy
creilly1,cptKav,MR,BW,,creilly1
cptKav,norgart,GK,GR,,cptKav
creilly1,Manakish,GR,RW,,creilly1
Deanerbeck,Manakish,MR,HM,,Deanerbeck
basta,cwallis,MR,BR,,basta
charlotte,Jamie,RW,BK,,Jamie
Ellen,Frp97,BR,BG,,Ellen
apropos0,jack,RW,HR,,apropos0
sstein,basta,BK,AW,,sstein
Paddy,jonildo,GW,GW,,jonildo
jack,timri,HR,KM,,jack
basta,Nari,BW,GK,,basta
jack,Paddy,HR,GW,,Paddy
jack,Nari,HR,BK,,Nari
Paddy,jack,GW,HR,,Paddy
timri,Fbomb,GW,GM,,Fbomb
jack,Paddy,HR,GW,,Paddy
timri,Frp97,AG,BG,,Frp97
Nari,jack,GK,HR,,Nari
Nari,apropos0,HK,RW,,Nari
jack,Frp97,HR,BG,,Frp97
jack,Nari,HR,GK,,Nari
basta,timri,AG,AG,,timri
GraeChan,jonildo,KR,AK,,GraeChan
basta,tanini,MR,BR,,basta
tanini,basta,HW,BW,,basta
elennon,Nonni,BR,MR,,Nonni
tanini,basta,GR,GW,,tanini
sstein,elennon,BK,AR,,sstein
l17r,elennon,BM,KR,,elennon
basta,probablytom,MR,MW,,basta
l17r,basta,BM,MR,,basta
Frp97,sstein,BG,BK,,sstein
georgedo,eggface,RW,MR,,georgedo
l17r,basta,BM,HW,,l17r
walshy1066,cwallis,GR,KR,,cwallis
creilly1,creilly2,GR,MR,,creilly1
l17r,probablytom,BM,BH,,probablytom
creilly1,Ellen,GR,MR,,creilly1
l17r,sstein,MR,BK,,sstein
ECDr,Deanerbeck,GW,MR,,Deanerbeck
Nari,Frp97,GK,BG,,Frp97
creilly2,creilly1,BW,GR,,creilly1
tanini,creilly2,HW,GH,,creilly2
l17r,Sidthesloth,BM,AK,,Sidthesloth
kubajj,probablytom,BK,RW,,kubajj
cptKav,apropos0,AR,GR,,apropos0
sstein,Manakish,BK,AR,,Manakish
apropos0,tanini,GR,MR,,tanini
tanini,creilly2,MR,MR,,creilly2
kubajj,Frp97,MR,BG,,kubajj
l17r,ECDr,BM,BK,,l17r
creilly2,probablytom,RW,BG,,probablytom
GraeChan,sstein,HK,BK,,sstein
GraeChan,Deanerbeck,AK,MR,,GraeChan
Deanerbeck,ECDr,MR,GW,,ECDr
Deanerbeck,sstein,MR,BK,,Deanerbeck
creilly2,tanini,MR,MR,,tanini
creilly2,sstein,RW,BK,,creilly2
dalinar,Nari,AR,GK,,Nari
tanini,creilly2,MR,MR,,creilly2
tanini,creilly2,BW,GW,,creilly2
Sidthesloth,sstein,HR,BK,,sstein
charlotte,l17r,RW,BM,,l17r
OKaemii,umachan,GW,GM,,umachan
OKaemii,alan,AR,GW,,OKaemii
timri,jack,AG,HR,,jack
DoctorW,Deanerbeck,RW,MR,,DoctorW
jack,apropos0,AB,GR,,jack
creilly1,cptKav,MR,AB,,creilly1
sstein,Manakish,BK,MR,,Manakish
Manakish,sstein,MR,BK,,Manakish
Manakish,basta,BK,BK,,Manakish
basta,Manakish,MR,GK,,basta
Manakish,apropos0,GM,GR,,Manakish
Manakish,sstein,GM,BK,,Manakish
Manakish,sstein,MR,BK,,Manakish
Manakish,apropos0,MR,GR,,Manakish
georgedo,kubajj,MR,MR,,kubajj
eggface,georgedo,MW,MR,,georgedo
eggface,georgedo,GM,HK,,eggface
sstein,apropos0,BK,BM,,apropos0
apropos0,sstein,GR,BK,,sstein
norgart,Nari,GR,GK,,Nari
Ellen,cwallis,GR,KR,,cwallis
creilly1,ECDr,GR,BK,,creilly1
norgart,Ellen,GR,BW,,Ellen
Deanerbeck,ECDr,MR,GW,,ECDr
walshy1066,Sabotage,BG,GM,,Sabotage
ECDr,Deanerbeck,BR,MR,,ECDr
Ellen,Deanerbeck,BH,MR,,Deanerbeck
sstein,apropos0,BK,MR,,apropos0
Nari,apropos0,HK,MR,,apropos0
Deanerbeck,sstein,MR,BK,,sstein
tanini,basta,BR,BK,,basta
tanini,Frp97,MR,BG,,Frp97
cwallis,Frp97,HK,BG,,Frp97
cwallis,probablytom,GH,GM,,probablytom
l17r,Paddy,BM,GW,,l17r
basta,cptKav,MR,AH,,cptKav
l17r,probablytom,BM,GM,,probablytom
Beth,Sabotage,KW,GM,,Beth
apropos0,sstein,MR,BK,,apropos0
sstein,apropos0,BK,MR,,apropos0
l17r,Frp97,BM,BG,,l17r
l17r,Frp97,BM,BG,,Frp97
CalHaribo,DavetheRave,GH,KR,,CalHaribo
Sidthesloth,sstein,AK,BK,,sstein
Fbomb,walshy1066,GM,MR,,Fbomb
cwallis,probablytom,BR,AM,,cwallis
l17r,cwallis,BM,GW,,cwallis
Paddy,Luca1802,GW,MR,,Paddy
creilly1,DoctorW,GR,RW,,creilly1
DoctorW,cptKav,BH,KM,,cptKav
probablytom,basta,MR,GW,,probablytom
georgedo,Paddy,MR,GW,,georgedo
Paddy,georgedo,GW,MR,,Paddy
eggface,georgedo,AR,MR,,georgedo
Ellen,Sabotage,GR,GM,,Ellen
l17r,basta,BM,MR,,l17r
timri,Deanerbeck,AG,MR,,Deanerbeck
Nonni,timri,AB,AG,,Nonni
Ellen,basta,BH,AH,,basta
walshy1066,Sidthesloth,GR,AK,,walshy1066
Ellen,Nonni,GW,AB,,Nonni
jack,Nari,RW,HK,,Nari
Fbomb,alan,GM,KR,,alan
apropos0,sstein,MR,BK,,sstein
sstein,apropos0,BK,MR,,sstein
timri,Sabotage,BG,GM,,Sabotage
creilly1,ECDr,MR,BK,,creilly1
Sidthesloth,walshy1066,AK,MR,,walshy1066
charlotte,ECDr,RW,GW,,charlotte
Ellen,Sidthesloth,GR,KW,,Sidthesloth
ECDr,charlotte,BK,RW,,charlotte
georgedo,Manakish,MR,GM,,georgedo
Manakish,apropos0,MR,MR,,apropos0
tanini,dalinar,BG,GR,,tanini
dalinar,walshy1066,BM,GR,,walshy1066
basta,Ellen,GK,GR,,basta
apropos0,charlotte,GR,RW,,apropos0
Nari,creilly1,HK,GR,,Nari
Sidthesloth,charlotte,AK,RW,,Sidthesloth
Nari,Deanerbeck,GK,MR,,Deanerbeck
sstein,apropos0,BK,GR,,sstein
jack,DoctorW,BH,RW,,jack
apropos0,sstein,RW,BK,,sstein
tanini,apropos0,HW,BR,,apropos0
Ellen,walshy1066,GR,MR,,walshy1066
cptKav,basta,AB,HK,,cptKav
Beth,probablytom,KW,BR,,probablytom
sstein,l17r,BK,BM,,l17r
Frp97,probablytom,BG,RW,,Frp97
DavetheRave,Sidthesloth,RW,KW,,Sidthesloth
Frp97,walshy1066,BG,MR,,Frp97
georgedo,walshy1066,MR,MR,,georgedo
basta,probablytom,RW,BG,,probablytom
creilly1,Luca1802,GR,MR,,Luca1802
jonildo,Luca1802,BR,BG,,Luca1802
Beth,cwallis,GK,GW,,Beth
Paddy,cwallis,GW,GW,,Paddy
